,popularity,original_title,director,runtime,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,net_adj,action,science_fiction,thriller,crime,family,drama,tv_movie,animation,mystery,adventure,war,music,foreign,comedy,horror,documentary,fantasy,western,romance,no_genre,history,release_day,holiday,release_year_groups
2093,0.579188,Death at a Funeral,Neil LaBute,92,"Parabolic Pictures,Screen Gems",2010-04-15,134,5.7,2010,21000000.0,49050886.0,28050886.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Thursday,False,"(2005.0, 2010.0]"
2094,0.576838,Mirrors 2,VÃ­ctor GarcÃ­a,86,"Fox 2000 Pictures,Upload Films",2010-10-18,66,5.4,2010,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Monday,False,"(2005.0, 2010.0]"
2095,0.569318,Crazy on the Outside,Tim Allen,136,Independent,2010-01-08,14,5.6,2010,0.0,88335.0,88335.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Friday,False,"(2005.0, 2010.0]"
2096,0.564203,Hesher,Spencer Susser,106,"DRO Entertainment,The Last Picture Company,CatchPlay,Corner Store Entertainment,Filmula",2010-01-22,104,6.2,2010,7000000.0,382946.0,-6617054.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,False,"(2005.0, 2010.0]"
2097,0.554060999999999,Animal Kingdom,David MichÃ´d,113,Porchlight Films,2010-06-03,117,6.7,2010,5000000.0,1000000.0,-4000000.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,False,"(2005.0, 2010.0]"
2098,0.552064999999999,Marmaduke,Tom Dey,87,Twentieth Century Fox Film Corporation,2010-06-04,75,4.9,2010,50000000.0,83761844.0,33761844.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Friday,False,"(2005.0, 2010.0]"
2099,0.550709,Cave of Forgotten Dreams,Werner Herzog,90,"creative differences,History films",2010-09-10,32,7.1,2010,0.0,6467348.0,6467348.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Friday,False,"(2005.0, 2010.0]"
2100,0.548639,Jack Goes Boating,Philip Seymour Hoffman,89,"Cooper's Town Productions,Big Beach Films,Labyrinth Theater Company,Olfactory Productions",2010-09-23,22,6.0,2010,0.0,538000.0,538000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Thursday,False,"(2005.0, 2010.0]"
2101,0.545277,Red Hill,Patrick Hughes,97,"Wildheart Films,Screen Australia,Hughes House Film,Wolf Creek Pictures,McMahon International Pictures",2010-11-05,23,6.1,2010,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Friday,False,"(2005.0, 2010.0]"
2102,0.538392,Frozen,Adam Green,93,"ArieScope Pictures,A Bigger Boat",2010-02-05,322,5.8,2010,0.0,3065860.0,3065860.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,False,"(2005.0, 2010.0]"
2103,0.535535,Wall Street: Money Never Sleeps,Oliver Stone,133,"Twentieth Century Fox Film Corporation,Dune Entertainment,Dune Entertainment III,Edward R. Pressman Film",2010-09-02,325,5.8,2010,70000000.0,134748021.0,64748021.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,False,"(2005.0, 2010.0]"
2104,0.534678,The Whistleblower,Larysa Kondracki,112,"First Generation Films,Mandalay Vision,Samuel Goldwyn Films,Voltage Pictures,Primary Productions",2010-09-13,75,6.7,2010,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,False,"(2005.0, 2010.0]"
2105,0.534572,Legend of the BoneKnapper Dragon,John Puglisi,16,DreamWorks Animation,2010-10-15,42,6.5,2010,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Friday,False,"(2005.0, 2010.0]"
2106,0.534468,Please Give,Nicole Holofcener,90,"Sony Pictures Classics,Likely Story,Feelin' Guilty",2010-01-22,24,5.6,2010,3000000.0,0.0,-3000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Friday,False,"(2005.0, 2010.0]"
2107,0.534192,Carlos,Olivier Assayas,338,"Egoli Tossell Film AG,Canal+,Arte France,Films en Stock",2010-05-19,35,6.2,2010,18000000.0,871279.0,-17128721.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Wednesday,False,"(2005.0, 2010.0]"
2108,0.534144,Jack and the Beanstalk,Gary J. Tunnicliffe,94,Independent,2010-04-20,15,6.3,2010,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Tuesday,False,"(2005.0, 2010.0]"
2109,0.532098,Shanghai,Mikael HÃ¥fstrÃ¶m,105,"Living Films,Weinstein Company, The,Phoenix Pictures,TWC Asian Film Fund",2010-06-10,28,6.0,2010,50000000.0,0.0,-50000000.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Thursday,False,"(2005.0, 2010.0]"
2110,0.528989,The Bang Bang Club,Steven Silver,106,Film Foundry Partners,2010-09-15,33,6.7,2010,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Wednesday,False,"(2005.0, 2010.0]"
2111,0.524061,Wrecked,Michael Greenspan,91,"TÃ©lÃ©film Canada,Independent Edge FIlms,Canadian Film or Video Production Tax Credit (CPTC),Province of British Columbia Film Incentive BC,Three-Seven Entertainment",2010-12-04,54,5.3,2010,0.0,8020.0,8020.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Saturday,False,"(2005.0, 2010.0]"
2112,0.523187,The Tortured,Robert Lieberman,79,"Twisted Pictures,MP Productions,LightTower Entertainment,Twisted Light Productions",2010-06-15,22,5.6,2010,8500000.0,0.0,-8500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Tuesday,False,"(2005.0, 2010.0]"
2113,0.518174,The Last Song,Julie Anne Robinson,107,Touchstone Pictures,2010-03-31,529,6.8,2010,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Wednesday,False,"(2005.0, 2010.0]"
2114,0.516644,The Human Centipede 2 (Full Sequence),Tom Six,91,Six Entertainment,2010-08-21,159,4.7,2010,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Saturday,False,"(2005.0, 2010.0]"
2115,0.514465,Another Year,Mike Leigh,129,"Film4,Thin Man Films",2010-11-05,46,6.7,2010,8000000.0,18124262.0,10124262.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Friday,False,"(2005.0, 2010.0]"
2116,0.514385,Barbie: A Fashion Fairytale,William Lau,79,"Mattel,Evolution Films",2010-09-14,31,6.5,2010,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,False,"(2005.0, 2010.0]"
2117,0.513857,Everything Must Go,Dan Rush,97,"Birdsong Pictures,IM Global",2010-10-15,111,5.8,2010,5000000.0,2614773.0,-2385227.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Friday,False,"(2005.0, 2010.0]"
2118,0.513524,Sherlock Holmes,Rachel Goldenberg,89,The Asylum,2010-01-26,35,5.5,2010,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Tuesday,False,"(2005.0, 2010.0]"
2119,0.512957,The Crazies,Breck Eisner,101,"Penn Station Entertainment,Participant Media,Imagenation Abu Dhabi FZ,Overture Films",2010-02-26,320,6.1,2010,20000000.0,54956140.0,34956140.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Friday,False,"(2005.0, 2010.0]"
2120,0.51097,Chatroom,Hideo Nakata,97,Ruby Films,2010-08-11,65,5.9,2010,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,False,"(2005.0, 2010.0]"
2121,0.507471,The Client List,Eric Laneuville,88,"Sony Pictures Television,Jaffe / Braunstein Entertainment,Fedora Films",2010-07-19,25,5.2,2010,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monday,False,"(2005.0, 2010.0]"
2122,0.507092,í¬í™” ì†ìœ¼ë¡œ,John H. Lee,120,"Taewon Entertainment,CJ Entertainment,UBU Film,H Plus Communication",2010-06-16,21,6.9,2010,10000.0,0.0,-10000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Wednesday,False,"(2005.0, 2010.0]"
2123,0.498635,Rabbit Hole,John Cameron Mitchell,91,Olympus Pictures,2010-12-16,73,6.6,2010,5000000.0,5129058.0,129058.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,False,"(2005.0, 2010.0]"
2124,0.49843,Somewhere,Sofia Coppola,98,"American Zoetrope,Focus Features,PathÃ©!,Tohokushinsha",2010-09-03,120,6.2,2010,8000000.0,0.0,-8000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,False,"(2005.0, 2010.0]"
2125,0.495162,Alpha and Omega,Anthony Bell|Ben Gluck,88,"Lions Gate Family Entertainment,Relativity Media,Crest Animation Productions",2010-09-17,84,5.5,2010,20000000.0,39300000.0,19300000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,False,"(2005.0, 2010.0]"
2126,0.493121,You Will Meet a Tall Dark Stranger,Woody Allen,98,Antena 3 Films,2010-05-23,131,5.8,2010,22000000.0,0.0,-22000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Sunday,False,"(2005.0, 2010.0]"
2127,0.493069,You Don't Know Jack,Barry Levinson,134,"Bee Holder Productions,Royal Oak Films,HBO Films,Cine Mosaic",2010-04-14,49,6.7,2010,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,False,"(2005.0, 2010.0]"
2128,0.490141,Scooby-Doo! Curse of the Lake Monster,Brian Levant,79,"Warner Bros. Pictures,Atlas Entertainment,Cartoon Network Studios,Nine/8 Entertainment",2010-10-15,31,5.0,2010,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,Friday,False,"(2005.0, 2010.0]"
2129,0.484243,Open Season 3,Cody Cameron,75,Sony Pictures Animation,2010-01-25,64,5.3,2010,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Monday,False,"(2005.0, 2010.0]"
2130,0.478118,Dog Pound,Kim Chapiron,91,"Angoa-Agicoa,TÃ©lÃ©film Canada,Mars Films,Partizan,Canal+",2010-04-24,53,7.7,2010,0.0,430041.0,430041.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saturday,False,"(2005.0, 2010.0]"
2131,0.47421,16 Wishes,Peter DeLuise,90,"Disney Channel,Marvista Entertainment",2010-06-25,162,5.4,2010,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Friday,False,"(2005.0, 2010.0]"
2132,0.473513,StarStruck,Michael Grossman,90,Disney Channel,2010-02-14,112,6.0,2010,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Sunday,False,"(2005.0, 2010.0]"
2133,0.470522,Operation: Endgame,Fouad Mikati,82,"Infinity Films,Anchor Bay Films",2010-07-20,33,5.4,2010,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Tuesday,False,"(2005.0, 2010.0]"
2134,0.470249,Yogi Bear,Eric Brevig,80,"De Line Pictures,Warner Bros. Animation,Sunswept Entertainment,Rhythm and Hues,Picnic Basket",2010-12-11,146,5.1,2010,80000000.0,201584141.0,121584141.0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,Saturday,False,"(2005.0, 2010.0]"
2135,0.460457,Flicka 2,Michael Damian,96,20th Century Fox Film Corporation,2010-05-04,13,6.0,2010,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tuesday,False,"(2005.0, 2010.0]"
2136,0.460154,Friendship!,Markus Goller,110,"Mr. Brown Entertainment Filmproduction GmbH (Potsdam),SevenPictures,Wiedemann & Berg Filmproduktion,Deutsche Columbia TriStar Filmproduktion,barefoot films",2010-01-13,33,7.0,2010,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Wednesday,False,"(2005.0, 2010.0]"
2137,0.455662,StreetDance 3D,Max Giwa|Dania Pasquini,98,"BBC Films,Vertigo Films,Little Gaddesden Productions",2010-05-19,54,5.8,2010,5773100.0,18144030.0,12370930.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,False,"(2005.0, 2010.0]"
2138,0.449761,Scared Shrekless,Gary Trousdale|Raman Hui,21,DreamWorks Animation,2010-10-28,49,6.4,2010,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Thursday,False,"(2005.0, 2010.0]"
2139,0.448095,The 41â€“Yearâ€“Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,Craig Moss,82,Silver Nitrate Films,2010-06-08,17,3.2,2010,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Tuesday,False,"(2005.0, 2010.0]"
2140,0.44737,Just Wright,Sanaa Hamri,100,"Fox Searchlight Pictures,Dune Entertainment,Flavor Unit Entertainment",2010-05-14,70,6.0,2010,0.0,21520719.0,21520719.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Friday,False,"(2005.0, 2010.0]"
2141,0.444944,Superman/Batman: Apocalypse,Lauren Montgomery,78,"DC Comics,Warner Premiere",2010-09-28,95,7.0,2010,3500000.0,0.0,-3500000.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Tuesday,False,"(2005.0, 2010.0]"
2142,0.443893,Super,James Gunn,96,"This Is That Productions,Ambush Entertainment,Crimson Bolt",2010-09-09,211,6.6,2010,2500000.0,324138.0,-2175862.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Thursday,False,"(2005.0, 2010.0]"
2143,0.443807,The Tempest,Julie Taymor,110,"Miramax Films,Touchstone Pictures",2010-12-10,16,6.1,2010,20000000.0,346594.0,-19653406.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Friday,False,"(2005.0, 2010.0]"
2144,0.443437,PiÃ¨ce MontÃ©e,Denys Granier-Deferre,93,2.4.7. Films,2010-03-10,10,5.4,2010,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Wednesday,False,"(2005.0, 2010.0]"
2145,0.442823,Burning Palms,Christopher B. Landon,112,Films In Motion,2010-04-23,11,5.5,2010,5800000.0,0.0,-5800000.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Friday,False,"(2005.0, 2010.0]"
2146,0.442301,Sound of Noise,Johannes StjÃ¤rne Nilsson|Ola Simonsson,102,"Film i VÃ¤st,Nordisk Film,Film i SkÃ¥ne,Bliss,dfm Fiktion",2010-12-25,29,7.2,2010,4466000.0,0.0,-4466000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Saturday,False,"(2005.0, 2010.0]"
2147,0.426522,Bloomington,Fernanda Cardoso,83,Frontier Studios,2010-06-23,23,6.1,2010,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Wednesday,False,"(2005.0, 2010.0]"
2148,0.424197,Womb,Benedek Fliegauf,111,Razor Film Produktion GmbH,2010-07-15,40,5.6,2010,3100000.0,0.0,-3100000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Thursday,False,"(2005.0, 2010.0]"
2149,0.423663,Donkey's Christmas Shrektacular,Walt Dohrn,8,DreamWorks Animation,2010-12-07,14,5.1,2010,0.0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Tuesday,False,"(2005.0, 2010.0]"
2150,0.423512,My Girlfriend's Boyfriend,Daryn Tufts,84,fiftyfilms,2010-04-22,31,6.0,2010,1400000.0,0.0,-1400000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Thursday,False,"(2005.0, 2010.0]"
2151,0.422828,Every Day,Richard Levine,93,Independent,2010-01-14,19,4.5,2010,0.0,18000.0,18000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Thursday,False,"(2005.0, 2010.0]"
2152,0.609668999999999,Sintel,Colin Levy,14,Blender Foundation,2010-09-30,51,7.6,2010,550000.0,0.0,-550000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Thursday,False,"(2005.0, 2010.0]"
2153,0.417035,BloodRayne: The Third Reich,Uwe Boll,79,Boll Kino Beteiligungs GmbH & Co. KG,2010-11-05,38,3.6,2010,10000000.0,0.0,-10000000.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,Friday,False,"(2005.0, 2010.0]"
2154,0.416714,Firebreather,Peter Chung,90,Cartoon Network Studios,2010-11-24,19,6.0,2010,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Wednesday,False,"(2005.0, 2010.0]"
2155,0.410128,Going Postal,Jon Jones,182,The Mob Film Company,2010-05-30,36,6.5,2010,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Sunday,False,"(2005.0, 2010.0]"
2156,0.23283,Superman/Shazam!: The Return of Black Adam,Joaquim Dos Santos,22,"DC Comics,Warner Premiere",2010-11-09,46,7.0,2010,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,False,"(2005.0, 2010.0]"
2157,0.407787,Titanic II,Shane Van Dyke,90,The Global Asylum,2010-08-07,32,2.7,2010,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Saturday,False,"(2005.0, 2010.0]"
2158,0.406941,Country Strong,Shana Feste,117,"Maguire Entertainment,Screen Gems,Sony Pictures Home Entertainment",2010-12-22,49,5.9,2010,15000000.0,20529194.0,5529194.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Wednesday,False,"(2005.0, 2010.0]"
2159,0.401176,YellowBrickRoad,Andy Mitton|Jesse Holland,99,Points North Film,2010-01-23,22,5.0,2010,500000.0,0.0,-500000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Saturday,False,"(2005.0, 2010.0]"
2160,0.400305,Justice League: Crisis on Two Earths,Sam Liu|Lauren Montgomery,75,"DC Comics,Warner Premiere",2010-02-23,79,7.1,2010,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Tuesday,False,"(2005.0, 2010.0]"
2161,0.397548,Exit Through the Gift Shop,Banksy,87,Paranoid Pictures,2010-01-24,200,7.7,2010,0.0,4790751.0,4790751.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sunday,False,"(2005.0, 2010.0]"
2162,0.39567,Mr. Nice,Bernard Rose,121,"Kanzaman,Prescience,Lipsync Productions,Independent",2010-10-07,33,6.2,2010,0.0,850994.0,850994.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Thursday,False,"(2005.0, 2010.0]"
2163,0.393778,Kongen av BastÃ¸y,Marius Holst,120,MACT Productions,2010-12-16,32,6.6,2010,10000000.0,0.0,-10000000.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,False,"(2005.0, 2010.0]"
2164,0.393626,"Tomorrow, When the War Began",Stuart Beattie,103,"Omnilab Media,Ambience Entertainment",2010-08-08,112,6.5,2010,27000000.0,16504936.0,-10495064.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Sunday,False,"(2005.0, 2010.0]"
2165,0.390858,Sint,Dick Maas,85,"Parachute Pictures,TDMP",2010-10-31,25,4.7,2010,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Sunday,False,"(2005.0, 2010.0]"
2166,0.389123,Into the Universe with Stephen Hawking,Iain Riddick|Martin Williams|Nathan Williams,86,Discovery Channel Productions,2010-04-24,15,7.0,2010,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Saturday,False,"(2005.0, 2010.0]"
2167,0.385532,GÃ´ruden suranbÃ¢,Yoshihiro Nakamura,139,Independent,2010-01-30,11,7.3,2010,0.0,0.0,0.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Saturday,False,"(2005.0, 2010.0]"
2168,0.385303,And Soon the Darkness,Marcos Efron,91,"StudioCanal,Abandon Pictures,Sandbar Pictures,Anchor Bay Entertainment,Redrum Films",2010-02-25,54,5.1,2010,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Thursday,False,"(2005.0, 2010.0]"
2169,0.379104,Lottery Ticket,Erik White,99,"Cube Vision,Sweepstake Productions",2010-08-20,30,5.8,2010,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Friday,False,"(2005.0, 2010.0]"
2170,0.082894,The Pillars of the Earth,Sergio Mimica-Gezzan,421,"Scott Free Productions,Tandem Communications,The Movie Network (TMN),Muse Entertainment Enterprises,Movie Central Network",2010-07-23,22,7.3,2010,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Friday,False,"(2005.0, 2010.0]"
2171,0.375979,Extraordinary Measures,Tom Vaughan,105,"Double Feature Films,CBS Films",2010-01-21,44,5.8,2010,31000000.0,15134293.0,-15865707.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,False,"(2005.0, 2010.0]"
2172,0.374797,Family Guy Presents: It's a Trap!,Peter Shin,56,20th Century Fox Television,2010-10-22,89,7.0,2010,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Friday,False,"(2005.0, 2010.0]"
2173,0.368927,Devil,John Erick Dowdle,80,"Universal Pictures,Media Rights Capital,Night Chronicles,Relativity Media",2010-01-13,433,5.6,2010,10000000.0,33583175.0,23583175.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Wednesday,False,"(2005.0, 2010.0]"
2174,0.368374,Kaboom,Gregg Araki,86,"Wild Bunch,Desperate Pictures,Super Crispy Entertainment",2010-08-22,68,5.3,2010,0.0,539957.0,539957.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Sunday,False,"(2005.0, 2010.0]"
2175,0.364652,Welcome to the Rileys,Jake Scott,110,"Destination Films,Scott Free Productions,Film Rites,Samuel Goldwyn Films,Argonaut Pictures",2010-10-29,80,6.3,2010,0.0,42145.0,42145.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Friday,False,"(2005.0, 2010.0]"
2176,0.361861,Boy Wonder,Michael Morrissey,93,Boy Wonder Films,2010-08-11,26,5.8,2010,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wednesday,False,"(2005.0, 2010.0]"
2177,0.359688,HÃ¦vnen,Susanne Bier,119,Zentropa Entertainments,2010-08-26,60,7.1,2010,15000000.0,0.0,-15000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thursday,False,"(2005.0, 2010.0]"
2178,0.359543,Sundays at Tiffany's,Mark Piznarski,88,"Dan Wigutow Productions,Lifetime Television,Sony Pictures Television",2010-12-06,16,6.0,2010,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Monday,False,"(2005.0, 2010.0]"
2179,0.356462,Day & Night,Teddy Newton,6,Pixar Animation Studios,2010-06-17,179,7.6,2010,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,Thursday,False,"(2005.0, 2010.0]"
2180,0.348945,Cyrus,Jay Duplass|Mark Duplass,91,Scott Free Productions,2010-06-18,75,6.1,2010,7000000.0,0.0,-7000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Friday,False,"(2005.0, 2010.0]"
2181,0.346981,Smokin' Aces 2: Assassins' Ball,P.J. Pesce,86,"Capital Arts Entertainment,Universal Studios Home Entertainment,Working Title Films,Always Split Aces Productions",2010-01-19,53,5.4,2010,8000000.0,0.0,-8000000.0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Tuesday,False,"(2005.0, 2010.0]"
2182,0.346631,Daydream Nation,Michael Goldbach,98,Lila 9th Productions,2010-09-10,35,5.7,2010,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Friday,False,"(2005.0, 2010.0]"
2183,0.345663,Atrocious,Fernando Barreda Luna,75,"Nabu Films,Silencio Rodamos Producciones",2010-10-15,24,4.8,2010,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Friday,False,"(2005.0, 2010.0]"
2184,0.189991,The Bunny Game,Adam Rehmeier,76,Independent,2010-01-01,11,4.8,2010,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Friday,True,"(2005.0, 2010.0]"
2185,0.34123,Inception: The Cobol Job,Ian Kirby,15,Warner Bros. Pictures,2010-12-07,177,7.3,2010,0.0,0.0,0.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuesday,False,"(2005.0, 2010.0]"
2186,0.340855,Happy People: A Year in the Taiga,Werner Herzog|Dmitry Vasyukov,94,Studio Babelsberg,2010-09-03,22,7.1,2010,0.0,338987.0,338987.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Friday,False,"(2005.0, 2010.0]"
